Número secuencial;Sección Electoral;Código Postal;Hora de inicio de la entrevista;Hora de terminación de la entrevista;Sexo;Edad;Estado Civil;Grado máximo de estudios;Habitantes en el hogar;Personas_0_6;Personas_7_17;Personas_18_30;Personas_31_45;Personas_46_65;Personas_66_más;Relación con el jefe de familia;Tiene alguna actividad por la que recibe ingresos;¿Ha consumido alguna bebida alcohólica en los últimos 6 meses?;Principal razón por la que no bebe;Toma cerveza;Toma ron;ron2;Toma brandy;brandy2;Toma cognac;cognac2;Toma tequila;tequila2;Toma mezcal/aguardiente;mezcal2;Toma whisky;Toma vodka;vodka2;Toma ginebra;Toma anís;Toma vino tinto;Toma vino blanco;Toma bebida combinada;Toma bebida energizante;Toma pulque;Toma crema/bebida dulce;Toma otra bebida;Otro (especif.);Toma cerveza (frecuencia);Toma ron (frecuencia);Toma brandy (frecuencia);Toma cognac (frecuencia);Toma tequila (frecuencia);Toma mezcal/aguardte (frecuencia);Toma whisky (frecuencia);Toma vodka (frecuencia);Toma ginebra (frecuencia);Toma anís (frecuencia);Toma vino tinto (frecuencia);Toma vino blanco (frecuencia);Toma bebida combinada (frecuencia);Toma bebida energética (frecuencia);Toma pulque (frecuencia);Toma crema/bebida dulce (frecuencia);Toma otra bebida (1) (frecuencia);Toma cerveza (cantidad);Toma cerveza caguama (cantidad);Toma cerveza (cantidad sumada);Toma ron (cantidad);Toma brandy (cantidad);Toma cognac (cantidad);Toma tequila (cantidad);Toma mezcal/agdte (cantidad);Toma whisky (cantidad);Toma vodka (cantidad);Toma ginebra (cantidad);Toma anís (cantidad);Toma vino tinto (cantidad);Toma vino blanco (cantidad);Toma bebida combinada (cantidad);Toma bebida energética (cantidad);Toma pulque (cantidad);Toma crema/bebida dulce (cantidad);Toma otra bebida (1) (cantidad);Cerveza_Marca_A;Cerveza_Marca_B;Ron_Marca_A;Ron_Marca_B;Brandy_Marca_A;Brandy_Marca_B;Cognac_Marca_A;Cognac_Marca_B;Tequila_Marca_A;Tequila_Marca_B;Mezcal_Marca_A;Mezcal_Marca_B;Whisky_Marca_A;Whisky_Marca_B;Vodka_Marca_A;Vodka_Marca_B;Ginebra_Marca_A;Ginebra_Marca_B;Anís_Marca_A;Anís_Marca_B;VinoT_Marca_A;VinoT_Marca_B;VinoB_Marca_A;VinoB_Marca_B;Combina_Marca_A;Combina_Marca_B;Energ_Marca_A;Energ_Marca_B;Pulque_Marca_A;Pulque_Marca_B;Crema_Marca_A;Crema_Marca_B;Otra_1_Marca_A;Otra_1_Marca_B;Cerveza_Marca_A_razón;Cerveza_Marca_B_razón;Ron_Marca_A_razón;Ron_Marca_B_razón;Brandy_Marca_A_razón;Brandy_Marca_B_razón;Cognac_Marca_A_razón;Cognac_Marca_B_razón;Tequila_Marca_A_razón;Tequila_Marca_B_razón;Mezcal_Marca_A_razón;Mezcal_Marca_B_razón;Whisky_Marca_A_razón;Whisky_Marca_B_razón;Vodka_Marca_A_razón;Vodka_Marca_B_razón;Ginebra_Marca_A_razón;Ginebra_Marca_B_razón;Anís_Marca_A_razón;Anís_Marca_B_razón;VinoT_Marca_A_razón;VinoT_Marca_B_razón;VinoB_Marca_A_razón;VinoB_Marca_B_razón;Combina_Marca_A_razón;Combina_Marca_B_razón;Energ_Marca_A_razón;Energ_Marca_B_razón;Pulque_Marca_A_razón;Pulque_Marca_B_razón;Crema_Marca_A_razón;Crema_Marca_B_razón;Otra_1_Marca_A_razón;Otra_1_Marca_B_razón;Principal lugar donde consume bebidas;Porqué bebe;¿Ha tenido alguna vez problemas luego de beber?;Choque de automóvil;Problema con autoridades;Problemas familiares;Problema en el trabajo;Problemas en la escuela;Riña, agresión, violencia;Problemas de salud;Pérdida de memoria;Pérdida de conciencia;Sentimiento de culpa;Otro problema;Cuando bebe, ¿maneja?;¿Le han hecho la prueba del alcoholímetro?;Resultado de prueba del alcoholímetro;Edad a la primera vez que bebió;Nivel de Ingresos;Medio de transporte principal;Automóvil;Metro;Gasto semanal en transporte;Tiene tel. móvil;Marca tel. móvil;Tel. móvil (razón marca);Compañía tel. móvil;Forma de pago tel. móvil;Compañía tel. móvil (calificación del servicio);Coyoacán_Seguridad;Coyoacán_Transporte;Coyoacán_Vías de Comunicación;Coyoacán_Calidad de Vida;Coyoacán_Corrupción;Coyoacán_Servs_Públicos;Coyoacán_Escolar;Coyoacán_Medio_Ambiente;Coyoacán_Cultura;Seguridad_DF;Seguridad_MEXICO;Empleo_DF;Empleo_MEXICO;Economía_DF;Economía_MEXICO;Pobreza_DF;Pobreza_MEXICO;Corrupción_DF;Corrupción_MEXICO;Educación_DF;Educación_MEXICO;Salud_DF;Salud_MEXICO;Narco_DF;Narco_MEXICO;DH_DF;DH_MEXICO;Medio Ambiente_DF;Medio Ambiente_MEXICO;Calificación a Andrés Manuel López Obrador;Calificación a Claudia Sheinbaum;Calificación a Alcalde Coyoacán;No. de focos en la vivienda;Edad (rangos);Estado Civil (2);Grado máximo de estudios (rangos);Años de estudio (estimado);Nivel Socioeconómico (2 categorías);Nivel de Ingresos (recodificado);Focos per cápita;Razón por la que no bebe;Índice de Consumo Mensual de Bebidas Alcohólicas;Índice de Consumo de B. Alcohólicas (2 categorías)
102;347;4330;9:38:00 AM;9:54:00 AM;Hombre;48;Casado;Secundaria incompleta;4;1;0;0;0;2;1;Es jefe (a) de familia;Sí;No;Tengo temor a las consecuencias o a mi comportamiento;No;No;0;No;0;No;0;No;0;No;0;No;No;0;No;No;No;No;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nunca ha tomado;1-2 SM;Taxi;0;0;150,00;Sí;Nokia;Precio;AT&T;Plan;Bueno;Regular;Muy Mala;Regular;Regular;Mala;Muy Mala;Regular;Mala;Regular;3;4;7;6;4;5;3;6;3;2;7;8;5;7;6;5;9;6;6;5;9;6;5;6;30-49;Casado-Unión Libre;Hasta prepa (o equivalente) completa;7,5;Bajo-Medio;<= 2 SM;1,50;Lo considera conveniente;;
3;405;04300;12:30:00 PM;12:45:00 PM;Mujer;20;Soltero;Prepa (o equivalente) completa;4;0;0;2;1;1;0;Hijo (a);Sí;Sí;;No;No;0;No;0;No;0;Sí;1;No;0;No;Sí;1;No;No;Sí;No;Sí;No;No;No;No;;;;;;1 vez a la semana;;;1 vez a la quincena;;;1 vez al mes;;1 vez a la semana;;;;;0;0;0;;;;4;;;6;;;2;;3;;;;;;;;;;;;;DON JULIO;AZUL;;;;;SMIRNOFF;ABSOLUT;;;;;MERLOT;;;;KOSAKO;PERLA NEGRA;;;;;;;;;;;;;;;;;Calidad;Precio;;;;;Sabor;Calidad;;;;;Efecto estimulante;;;;Sabor;Sabor;;;;;;;;;Fiestas, reuniones particulares;Por diversión;Sí;;;;;;;;Sí;;;;No maneja / Sin automóvil;;;15;1-2 SM;Taxi;0;0;100,00;Sí;Apple;Apariencia;Telcel;Plan;Regular;Regular;Mala;Regular;Buena;NS/NC;Regular;Mala;Regular;Mala;3;2;5;5;6;4;5;3;1;1;7;4;7;5;5;2;6;3;2;4;5;4;4;20;18-29;Soltero;Hasta prepa (o equivalente) completa;12;Medio-Alto;<= 2 SM;5,00;;44,10;Medio-Alto
93;347;4330;8:23:00 AM;8:38:00 AM;Mujer;34;Unión libre;Licenciatura completa (o pasante);4;0;1;1;2;0;0;Es jefe (a) de familia;Sí;Sí;;Sí;No;0;No;0;Sí;1;No;0;No;0;No;Sí;1;No;No;No;No;No;No;No;No;No;;1 vez al mes;;;1 vez al mes;;;;1 vez a la quincena;;;;;;;;;;0;0;0;;;;;;;;;;;;;;;;;INDIO;TECATE;;;;;MARTELL;HENNESSY;;;;;;;SMIRNOFF;ABSOLUT;;;;;;;;;;;;;;;;;;;Pureza;Calidad;;;;;Recomendación;Costumbre;;;;;;;Bebida suave, ligera;Costumbre;;;;;;;;;;;;;;;;;;;En mi casa;Por diversión;No;;;;;;;;;;;;A veces;;;17;1-2 SM;Taxi;0;0;130,00;Sí;Lenovo;Calidad;AT&T;Prepago;Malo;Regular;Mala;Mala;Mala;Muy Mala;Regular;Regular;Buena;Mala;4;2;7;3;5;4;4;5;5;3;7;5;5;6;3;4;6;7;6;7;7;5;6;15;30-49;Casado-Unión Libre;Licenciatura o más;17;Medio-Alto;<= 2 SM;3,75;;0,00;
8;405;04300;2:22:00 AM;2:40:00 AM;Hombre;58;Casado;Secundaria completa;5;0;0;1;0;3;1;Esposo (a);Sí;Sí;;Sí;No;0;No;0;No;0;Sí;1;No;0;Sí;No;0;No;No;No;No;No;No;Sí;No;No;;2 veces a la semana;;;;1 vez a la semana;;1 vez al mes;;;;;;;;2 veces a la semana;;;0;2;6;;;;4;;4;;;;;;;;2;;;CORONA;CARTA BLANCA;;;;;;;JOSE CUERVO;;;;PASSPORT;RED LABEL;;;;;;;;;;;;;;;NATURAL;;;;;;Sabor;Sabor;;;;;;;Efecto estimulante;;;;Sabor;Sabor;;;;;;;;;;;;;;;Precio;;;;;;En mi casa;Por gusto;No;;;;;;;;;;;;No maneja / Sin automóvil;;;20;2-3 SM;Ninguno;0;0;0,00;Sí;Motorola;Precio;Movistar;Prepago;Bueno;Regular;Muy Mala;Mala;Regular;Regular;Regular;Regular;Regular;Mala;3;7;6;8;8;7;7;7;7;8;8;8;9;8;5;5;7;6;7;8;7;7;7;20;50 +;Casado-Unión Libre;Hasta prepa (o equivalente) completa;9;Medio-Alto;2 - 7 SM;4,00;;90,00;Medio-Alto
15;405;4300;3:27:00 AM;3:42:00 AM;Mujer;67;Divorciado/Separado;Primaria completa;3;0;0;0;0;1;2;Hermano (a);Sí;No;Mi religión o principios no me lo permiten;No;No;0;No;0;No;0;No;0;No;0;No;No;0;No;No;No;No;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nunca ha tomado;1-2 SM;Ninguno;0;0;0,00;No;;;;;;Regular;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;Mala;NS/NC;5;3;4;NS/NC;3;NS/NC;3;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;3;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;2;NS/NC;10;0;0;8;50 +;Divorciado/Separado;Hasta prepa (o equivalente) completa;6;Bajo-Medio;<= 2 SM;2,67;Lo considera conveniente;;
18;405;4300;4:59:00 AM;4:18:00 AM;Hombre;74;Viudo;No sabe leer ni escribir;7;2;0;0;2;2;1;Es jefe (a) de familia;No;No;Antes llegué a beber y fue mala mi experiencia;No;No;0;No;0;No;0;No;0;No;0;No;No;0;No;No;No;No;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;No tengo ingresos;Ninguno;0;0;0,00;No;;;;;;Muy buena;Muy Mala;Muy Mala;Regular;Muy buena;NS/NC;NS/NC;Buena;NS/NC;10;1;NS/NC;NS/NC;5;5;3;1;10;5;NS/NC;NS/NC;10;NS/NC;9;1;NS/NC;NS/NC;9;10;10;10;0;19;50 +;Viudo;Hasta prepa (o equivalente) completa;0;Medio-Alto;;2,71;Lo considera conveniente;;
129;696;4100;3:10:00 AM;3:18:00 AM;Mujer;78;Soltero;Maestría (completa o pasante);4;0;0;0;2;0;2;Es jefe (a) de familia;No;No;Llego a tomar pero muy poco;No;No;0;No;0;No;0;No;0;No;0;No;No;0;No;No;No;No;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;No sabe / No contestó;Ninguno;0;0;0,00;No;;;;;;Regular;Mala;Buena;Regular;Buena;Buena;Buena;Buena;Buena;NS/NC;NS/NC;NS/NC;NS/NC;3;3;1;NS/NC;1;1;7;NS/NC;8;NS/NC;1;1;NS/NC;NS/NC;8;NS/NC;0;0;0;9;50 +;Soltero;Licenciatura o más;19;Bajo-Medio;;2,25;Lo considera conveniente;;
132;696;4100;12:16:00 PM;12:34:00 PM;Mujer;70;Viudo;Licenciatura completa (o pasante);1;0;0;0;0;0;1;Padre – Madre;No;No;Dañan y prefiero cuidarme;No;No;0;No;0;No;0;No;0;No;0;No;No;0;No;No;No;No;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nunca ha tomado;No sabe / No contestó;Ninguno;0;0;0,00;No;;;;;;Muy buena;NS/NC;Muy buena;Mala;Buena;Buena;Regular;Buena;Buena;NS/NC;1;4;4;3;3;4;3;1;1;6;7;4;2;8;8;6;4;3;4;8;7;0;15;50 +;Viudo;Licenciatura o más;17;Medio-Alto;;15,00;Lo considera conveniente;;
135;696;4100;1:53:00 AM;2:17:00 AM;Mujer;81;Viudo;Licenciatura completa (o pasante);3;0;0;0;0;2;1;Esposo (a);No;No;Llego a tomar pero muy poco;No;No;0;No;0;No;0;No;0;No;0;No;No;0;No;No;No;No;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;No sabe / No contestó;Ninguno;0;0;0,00;No;;;;;;Buena;NS/NC;Regular;Buena;Muy buena;Buena;Regular;Mala;Buena;3;3;4;3;3;4;4;4;6;3;4;5;7;4;1;3;8;9;3;1;8;9;3;10;50 +;Viudo;Licenciatura o más;17;Bajo-Medio;;3,33;Lo considera conveniente;;
137;696;4100;3:47:00 AM;4:33:00 AM;Hombre;74;Casado;Doctorado (completo o pasante);2;0;0;0;0;0;2;Es jefe (a) de familia;Sí;Sí;;Sí;No;0;No;0;No;0;No;0;No;0;No;No;0;No;No;No;No;No;No;No;No;No;;Mas de 2 veces a la semana;;;;;;;;;;;;;;;;;2;0;2;;;;;;;;;;;;;;;;;MODELO;CARTA BLANCA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sabor;Precio;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;En mi casa;Por gusto;No;;;;;;;;;;;;Nunca;Sí;No rebasó nivel permitido;14;Hasta 1 SM;Ninguno;0;0;0,00;No;;;;;;Regular;Mala;NS/NC;Buena;Mala;Regular;Buena;Regular;Buena;5;4;5;4;NS/NC;NS/NC;4;3;5;1;8;6;4;6;5;7;7;7;3;6;9;7;5;15;50 +;Casado-Unión Libre;Licenciatura o más;21;Medio-Alto;<= 2 SM;7,50;;26,00;Medio-Alto
